zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,scrape_date,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate
16852175,16852175,,https://photos.zillowstatic.com/fp/237dd3e495fe436c06b802f3015c14c4-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/2094-Caminito-Capa-La-Jolla-CA-92037/16852175_zpid/,"{'latitude': 32.83797, 'longitude': -117.250984}",,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,,,"2094 Caminito Capa, La Jolla, CA 92037",2094 Caminito Capa,CA,La Jolla,92037,4jvncb3szqjk4,,False,False,False,True,False,2022-07-31,$,"$15,000/mo",15000.0,False,4.0,4.0,4500.0,False,"{'homeInfo': {'zpid': 16852175, 'streetAddress': '2094 Caminito Capa', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.83797, 'longitude': -117.250984, 'price': 15000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 4500.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3463800, 'rentZestimate': 9734, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 15000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1971128.0, 'lotAreaValue': 5827.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,3463800.0,False,False,False,False,2023-04-01 00:00:00
2062210204,2062210204,,https://photos.zillowstatic.com/fp/448287c119af8530baadff24de6ec515-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/5490-La-Jolla-Blvd-F213-La-Jolla-CA-92037/2062210204_zpid/,"{'latitude': 32.811855, 'longitude': -117.2683}",,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,,,"5490 La Jolla Blvd #F213, La Jolla, CA 92037",5490 La Jolla Blvd #F213,CA,La Jolla,92037,52bgqju2ut49m,,False,False,False,True,False,2022-07-31,$,"$6,000/mo",6000.0,False,0.0,1.0,719.0,False,"{'homeInfo': {'zpid': 2062210204, 'streetAddress': '5490 La Jolla Blvd #F213', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.811855, 'longitude': -117.2683, 'price': 6000.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 719.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# F213'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-09-01 00:00:00
16849428,16849428,,https://photos.zillowstatic.com/fp/3d79438cbeea3d5353d3a07adb256c08-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/7209-Draper-Ave-La-Jolla-CA-92037/16849428_zpid/,"{'latitude': 32.83581, 'longitude': -117.27512}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"7209 Draper Ave, La Jolla, CA 92037",7209 Draper Ave,CA,La Jolla,92037,46eew5084xxh2,,False,False,False,True,False,2022-07-31,$,"$7,500/mo",7500.0,False,3.0,3.0,1718.0,False,"{'homeInfo': {'zpid': 16849428, 'streetAddress': '7209 Draper Ave', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.83581, 'longitude': -117.27512, 'price': 7500.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1718.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2199300, 'rentZestimate': 7115, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 7500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 124150.0, 'lotAreaValue': 4497.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2199300.0,False,False,False,False,2022-09-01 00:00:00
16907463,16907463,,https://photos.zillowstatic.com/fp/a354b205f8d7a17e8a9187dbfe2f587b-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5366-Chelsea-St-La-Jolla-CA-92037/16907463_zpid/,"{'latitude': 32.810024, 'longitude': -117.26708}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"5366 Chelsea St, La Jolla, CA 92037",5366 Chelsea St,CA,La Jolla,92037,376wnmaytftwf,,False,False,False,True,False,2022-07-31,$,"$15,000/mo",15000.0,False,3.0,2.0,1859.0,False,"{'homeInfo': {'zpid': 16907463, 'streetAddress': '5366 Chelsea St', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.810024, 'longitude': -117.26708, 'price': 15000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1859.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3433700, 'rentZestimate': 8001, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 15000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1829667.0, 'lotAreaValue': 6799.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,3433700.0,False,False,False,False,2022-09-01 00:00:00
16835261,16835261,,https://photos.zillowstatic.com/fp/22c2375beaaf4fa52d48997e3b1d3a53-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/8539-Via-Mallorca-La-Jolla-CA-92037/16835261_zpid/,"{'latitude': 32.861256, 'longitude': -117.23192}",,"{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isFresh': False}}",,,,"8539 Via Mallorca, La Jolla, CA 92037",8539 Via Mallorca,CA,La Jolla,92037,3knan3dtc8dk2,,False,False,False,True,False,2022-07-31,$,"$3,095/mo",3095.0,False,1.0,1.0,874.0,False,"{'homeInfo': {'zpid': 16835261, 'streetAddress': '8539 Via Mallorca', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.861256, 'longitude': -117.23192, 'price': 3095.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 874.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2799, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3095.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 440011.0, 'lotAreaValue': 6.657828282828283, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-09-01 00:00:00
16907982,16907982,,https://photos.zillowstatic.com/fp/45e53473910105a3fad7f1a9720c7f89-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/919-Agate-St-UNIT-2-San-Diego-CA-92109/16907982_zpid/,"{'latitude': 32.809757, 'longitude': -117.25741}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"919 Agate St UNIT 2, San Diego, CA 92109",919 Agate St UNIT 2,CA,San Diego,92109,k7j4f615nq2k,,False,False,False,True,False,2022-07-31,$,"$5,450/mo",5450.0,False,3.0,3.0,1856.0,False,"{'homeInfo': {'zpid': 16907982, 'streetAddress': '919 Agate St UNIT 2', 'zipcode': '92109', 'city': 'San Diego', 'state': 'CA', 'latitude': 32.809757, 'longitude': -117.25741, 'price': 5450.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1856.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1555500, 'rentZestimate': 6495, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5450.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 459822.0, 'unit': 'Unit 2', 'lotAreaValue': 0.38000459136822773, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,1555500.0,False,False,False,False,2022-07-28 00:00:00
2077491541,2077491541,,https://photos.zillowstatic.com/fp/90df7752fac91d5b6c01e29e30837e64-p_e.jpg,True,FOR_RENT,Condo for rent,https://www.zillow.com/homedetails/739-1-2-Agate-St-San-Diego-CA-92109/2077491541_zpid/,"{'latitude': 32.81003, 'longitude': -117.25771}",,"{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isFresh': False}}",,,,"739 1/2 Agate St, San Diego, CA 92109",739 1/2 Agate St,CA,San Diego,92109,4m89m5s85see0,,False,False,False,True,False,2022-07-31,$,"$2,150/mo",2150.0,False,0.0,1.0,400.0,False,"{'homeInfo': {'zpid': 2077491541, 'streetAddress': '739 1/2 Agate St', 'zipcode': '92109', 'city': 'San Diego', 'state': 'CA', 'latitude': 32.81003, 'longitude': -117.25771, 'price': 2150.0, 'datePriceChanged': 1658905200000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 400.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 596600, 'rentZestimate': 1794, 'listing_sub_type': {}, 'priceReduction': '$100 (Jul 27)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2150.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",False,False,ForRent,For Rent,596600.0,False,False,False,False,2022-09-01 00:00:00
295347339,295347339,,https://photos.zillowstatic.com/fp/4eafb2f1959b3638ce9d9dde40f7af93-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5663-1-2-Desert-View-Dr-La-Jolla-CA-92037/295347339_zpid/,"{'latitude': 32.82466, 'longitude': -117.23414}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"5663 1/2 Desert View Dr, La Jolla, CA 92037",5663 1/2 Desert View Dr,CA,La Jolla,92037,4k2ze62xhhqqf,,False,False,False,True,False,2022-07-31,$,"$2,850/mo",2850.0,False,1.0,1.0,1200.0,False,"{'homeInfo': {'zpid': 295347339, 'streetAddress': '5663 1/2 Desert View Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82466, 'longitude': -117.23414, 'price': 2850.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 1200.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1395400, 'rentZestimate': 3596, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2850.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 674453.0, 'lotAreaValue': 1.1, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,1395400.0,False,False,False,False,2022-08-01 00:00:00
32.825966--117.27615,32.825966--117.27615,1001470262.0,https://photos.zillowstatic.com/fp/63a2c1967b3b0a32b08d7d33b08fb2db-p_e.jpg,True,FOR_RENT,For Rent,/b/6455-la-jolla-blvd-la-jolla-ca-5XjMTc/,"{'latitude': 32.825966, 'longitude': -117.27615}","[{'price': '$3,450+', 'beds': '1'}, {'price': '$3,600+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': '3 days ago'}",,,True,"6455 La Jolla Blvd, La Jolla, CA",6455 La Jolla Blvd Unit 238,CA,La Jolla,92037,3nk7pazu0w2ch,False,False,False,False,True,False,2022-07-31,,,,,,,,,,,,,,,,,,,
2140022009,2140022009,,https://photos.zillowstatic.com/fp/6b80f3616d3e24e60176afba737acb99-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/1039-Coast-Blvd-S-La-Jolla-CA-92037/2140022009_zpid/,"{'latitude': 32.848305, 'longitude': -117.2747}",,"{'type': 'TIME_ON_INFO', 'text': '8 days ago', 'data': {'isFresh': False}}",,,,"1039 Coast Blvd S, La Jolla, CA 92037",1039 Coast Blvd S,CA,La Jolla,92037,3pdpkejafxxgf,,False,False,False,True,False,2022-07-31,$,"$6,500/mo",6500.0,False,2.0,2.0,1250.0,False,"{'homeInfo': {'zpid': 2140022009, 'streetAddress': '1039 Coast Blvd S', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.848305, 'longitude': -117.2747, 'price': 6500.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1250.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 7414, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 1.0, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-08-01 00:00:00
32.848625--117.27491,32.848625--117.27491,,https://photos.zillowstatic.com/fp/e31c8673515956a3bbf85664a51096d0-p_e.jpg,True,FOR_RENT,For Rent,"/b/La-Jolla-CA/32.848625,-117.27491_ll/","{'latitude': 32.848625, 'longitude': -117.27491}","[{'price': '$5,500+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': '16 days ago'}",,,True,"1040 S Coast Blvd, La Jolla, CA",1040 S  Coast Blvd ,CA,La Jolla,92037,18vubspy7edbg,False,False,False,False,True,False,2022-07-31,,,,,,,,,,,,,,,,,,,
17204086,17204086,,https://photos.zillowstatic.com/fp/87c354379711ab20a95c12156f479ab6-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/9709-Claiborne-Sq-La-Jolla-CA-92037/17204086_zpid/,"{'latitude': 32.88206, 'longitude': -117.24496}",,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,,,"9709 Claiborne Sq, La Jolla, CA 92037",9709 Claiborne Sq,CA,La Jolla,92037,11x6nb46b7dd9,,False,False,False,True,False,2022-07-31,$,"$8,900/mo",8900.0,False,3.0,4.0,2174.0,False,"{'homeInfo': {'zpid': 17204086, 'streetAddress': '9709 Claiborne Sq', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.88206, 'longitude': -117.24496, 'price': 8900.0, 'datePriceChanged': 1658818800000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2174.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1539400, 'rentZestimate': 5146, 'listing_sub_type': {}, 'priceReduction': '$100 (Jul 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8900.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 930000.0, 'lotAreaValue': 0.8285123966942148, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,1539400.0,False,False,False,False,2022-09-01 00:00:00
52514170,52514170,,https://photos.zillowstatic.com/fp/6c2013ba8e871d7e5c9d8f3f116946d8-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1327-Torrey-Pines-Rd-La-Jolla-CA-92037/52514170_zpid/,"{'latitude': 32.84504, 'longitude': -117.26918}",,"{'type': 'TIME_ON_INFO', 'text': '9 days ago', 'data': {'isFresh': False}}",,,,"1327 Torrey Pines Rd, La Jolla, CA 92037",1327 Torrey Pines Rd,CA,La Jolla,92037,4twmdmzzt5kjy,,False,False,False,True,False,2022-07-31,$,"$8,500/mo",8500.0,False,3.0,3.0,2625.0,False,"{'homeInfo': {'zpid': 52514170, 'streetAddress': '1327 Torrey Pines Rd', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.84504, 'longitude': -117.26918, 'price': 8500.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2625.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2762000, 'rentZestimate': 8055, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1486138.0, 'lotAreaValue': 7000.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2762000.0,False,False,False,False,2022-09-01 00:00:00
16838443,16838443,,https://photos.zillowstatic.com/fp/bedf8a3df9320c36dd63a04f0fac17d8-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/8405-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838443_zpid/,"{'latitude': 32.85934, 'longitude': -117.254196}",,"{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isFresh': False}}",,,,"8405 Paseo Del Ocaso, La Jolla, CA 92037",8405 Paseo Del Ocaso,CA,La Jolla,92037,1hqvrghfsvz5n,,False,False,False,True,False,2022-07-31,$,"$8,000/mo",8000.0,False,3.0,3.0,1661.0,False,"{'homeInfo': {'zpid': 16838443, 'streetAddress': '8405 Paseo Del Ocaso', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.85934, 'longitude': -117.254196, 'price': 8000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1661.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3557500, 'rentZestimate': 10585, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2098506.0, 'lotAreaValue': 5662.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,3557500.0,False,False,False,False,2022-08-01 00:00:00
16838669,16838669,,https://photos.zillowstatic.com/fp/44c27097f8771f2c8cb9485c9139c58f-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/8330-Prestwick-Dr-La-Jolla-CA-92037/16838669_zpid/,"{'latitude': 32.857777, 'longitude': -117.24791}",,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,,,"8330 Prestwick Dr, La Jolla, CA 92037",8330 Prestwick Dr,CA,La Jolla,92037,3tpqp1au9u50g,,False,False,False,True,False,2022-07-31,$,"$12,900/mo",12900.0,False,4.0,3.0,2276.0,False,"{'homeInfo': {'zpid': 16838669, 'streetAddress': '8330 Prestwick Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.857777, 'longitude': -117.24791, 'price': 12900.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2276.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 7339200, 'rentZestimate': 23549, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 12900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 4142630.0, 'lotAreaValue': 0.5799816345270891, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,7339200.0,False,False,False,False,2022-07-19 00:00:00
16840757,16840757,,https://photos.zillowstatic.com/fp/1d69e669f8d2c3c96d9d650312317b6c-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/8460-Via-Sonoma-UNIT-44-La-Jolla-CA-92037/16840757_zpid/,"{'latitude': 32.859734, 'longitude': -117.2312}",,"{'type': 'TIME_ON_INFO', 'text': '19 days ago', 'data': {'isFresh': False}}",,,,"8460 Via Sonoma UNIT 44, La Jolla, CA 92037",8460 Via Sonoma UNIT 44,CA,La Jolla,92037,35smct0ykdy1v,,False,False,False,True,False,2022-07-31,$,"$4,000/mo",4000.0,False,2.0,1.0,832.0,False,"{'homeInfo': {'zpid': 16840757, 'streetAddress': '8460 Via Sonoma UNIT 44', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.859734, 'longitude': -117.2312, 'price': 4000.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 832.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 697600, 'rentZestimate': 2565, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 446750.0, 'unit': 'Unit 44', 'lotAreaValue': 2.0852846648301195, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,697600.0,False,False,False,False,2022-09-03 00:00:00
32.811268--117.26754,32.811268--117.26754,1001727298.0,https://photos.zillowstatic.com/fp/275637bc1d018120cf5a10634d3015e1-p_e.jpg,True,FOR_RENT,Seahaus,/b/inn-at-la-jolla-la-jolla-ca-5XmXXG/,"{'latitude': 32.811268, 'longitude': -117.26754}","[{'price': '$8,500+', 'beds': '2'}, {'price': '$10,000+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': '17 days ago'}",,Seahaus,True,"5430 La Jolla Blvd, La Jolla, CA",5430 La Jolla Blvd Unit C202,CA,La Jolla,92037,43d06tc8e2h3r,True,False,False,False,True,False,2022-07-31,,,,,,,,,,,,,,,,,,,
16835018,16835018,,https://photos.zillowstatic.com/fp/5d8b514f520c7a9cad85864069079b2c-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/8888-Nottingham-Pl-La-Jolla-CA-92037/16835018_zpid/,"{'latitude': 32.86783, 'longitude': -117.24096}",,"{'type': 'TIME_ON_INFO', 'text': '7 days ago', 'data': {'isFresh': False}}",,,,"8888 Nottingham Pl, La Jolla, CA 92037",8888 Nottingham Pl,CA,La Jolla,92037,1c8w8t17qy1fr,,False,False,False,True,False,2022-07-31,$,"$6,000/mo",6000.0,False,3.0,2.0,1700.0,False,"{'homeInfo': {'zpid': 16835018, 'streetAddress': '8888 Nottingham Pl', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.86783, 'longitude': -117.24096, 'price': 6000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1700.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2605400, 'rentZestimate': 7122, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1558889.0, 'lotAreaValue': 8100.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2605400.0,False,False,False,False,2022-08-01 00:00:00
